DATE,HOUR,STATION,NO2,O3,PM10,PM2.5
2024-01-24,23,Merced,43.00,5.00,30.00,7.00
2024-01-24,24,Merced,45.00,3.00,36.00,20.00
2024-01-25,1,Merced,42.00,2.00,26.00,10.00
2024-01-25,2,Merced,39.00,2.00,26.00,13.00
2024-01-25,3,Merced,43.00,2.00,36.00,21.00
2024-01-25,4,Merced,40.00,2.00,39.00,14.00
2024-01-25,5,Merced,37.00,2.00,47.00,26.00
2024-01-25,6,Merced,32.00,2.00,48.00,23.00
2024-01-25,7,Merced,29.00,1.00,44.00,22.00
2024-01-25,8,Merced,35.00,2.00,36.00,23.00
2024-01-25,9,Merced,42.00,3.00,40.00,12.00
2024-01-25,10,Merced,58.00,6.00,66.00,36.00
2024-01-25,11,Merced,68.00,14.00,58.00,32.00
2024-01-25,12,Merced,45.00,31.00,59.00,31.00
2024-01-25,13,Merced,32.00,50.00,43.00,25.00
2024-01-25,14,Merced,28.00,56.00,38.00,21.00
2024-01-25,15,Merced,24.00,48.00,28.00,14.00
2024-01-25,16,Merced,16.00,37.00,21.00,7.00
2024-01-25,17,Merced,18.00,28.00,32.00,9.00
2024-01-25,18,Merced,19.00,21.00,24.00,2.00
2024-01-25,19,Merced,22.00,15.00,22.00,5.00
2024-01-25,20,Merced,27.00,7.00,17.00,6.00
2024-01-25,21,Merced,35.00,3.00,13.00,6.00
2024-01-25,22,Merced,36.00,2.00,19.00,8.00
2024-01-25,23,Merced,34.00,2.00,22.00,3.00
2024-01-25,24,Merced,32.00,2.00,30.00,19.00
2024-01-26,1,Merced,32.00,2.00,36.00,16.00
2024-01-26,2,Merced,30.00,1.00,32.00,10.00
2024-01-26,3,Merced,29.00,1.00,30.00,16.00
2024-01-26,4,Merced,28.00,2.00,25.00,9.00
2024-01-26,5,Merced,29.00,2.00,23.00,8.00
2024-01-26,6,Merced,28.00,2.00,38.00,19.00
2024-01-26,7,Merced,32.00,3.00,23.00,6.00
2024-01-26,8,Merced,38.00,3.00,36.00,6.00
2024-01-26,9,Merced,44.00,3.00,53.00,22.00
2024-01-26,10,Merced,81.00,4.00,59.00,26.00
2024-01-26,11,Merced,57.00,14.00,85.00,42.00
2024-01-26,12,Merced,22.00,29.00,37.00,18.00
2024-01-26,13,Merced,19.00,37.00,21.00,11.00
2024-01-26,14,Merced,16.00,44.00,11.00,1.00
2024-01-26,15,Merced,16.00,33.00,14.00,5.00
2024-01-26,16,Merced,15.00,32.00,8.00,
2024-01-26,17,Merced,19.00,29.00,25.00,7.00
2024-01-26,18,Merced,22.00,22.00,25.00,5.00
2024-01-26,19,Merced,26.00,13.00,21.00,3.00
2024-01-26,20,Merced,29.00,8.00,22.00,8.00
2024-01-26,21,Merced,29.00,7.00,10.00,0.00
2024-01-26,22,Merced,33.00,4.00,23.00,12.00
2024-01-26,23,Merced,25.00,9.00,27.00,16.00
2024-01-26,24,Merced,34.00,2.00,22.00,16.00
2024-01-27,1,Merced,33.00,2.00,16.00,4.00
2024-01-27,2,Merced,33.00,2.00,21.00,13.00
2024-01-27,3,Merced,32.00,1.00,17.00,5.00
2024-01-27,4,Merced,30.00,1.00,23.00,11.00
2024-01-27,5,Merced,31.00,1.00,20.00,9.00
2024-01-27,6,Merced,29.00,1.00,13.00,1.00
2024-01-27,7,Merced,28.00,2.00,33.00,21.00
2024-01-27,8,Merced,32.00,2.00,29.00,15.00
2024-01-27,9,Merced,54.00,3.00,44.00,24.00
2024-01-27,10,Merced,73.00,4.00,79.00,39.00
2024-01-27,11,Merced,71.00,11.00,78.00,40.00
2024-01-27,12,Merced,39.00,29.00,60.00,35.00
2024-01-27,13,Merced,27.00,43.00,39.00,25.00
2024-01-27,14,Merced,31.00,52.00,26.00,16.00
2024-01-27,15,Merced,16.00,66.00,36.00,21.00
2024-01-27,16,Merced,26.00,71.00,27.00,19.00
2024-01-27,17,Merced,19.00,79.00,28.00,14.00
2024-01-27,18,Merced,19.00,80.00,28.00,16.00
2024-01-27,19,Merced,23.00,45.00,38.00,22.00
2024-01-27,20,Merced,24.00,25.00,46.00,16.00
2024-01-27,21,Merced,31.00,16.00,58.00,16.00
2024-01-27,22,Merced,34.00,11.00,47.00,15.00
2024-01-27,23,Merced,38.00,6.00,38.00,8.00
2024-01-27,24,Merced,36.00,6.00,42.00,17.00
2024-01-28,1,Merced,28.00,8.00,49.00,30.00
2024-01-28,2,Merced,30.00,5.00,42.00,24.00
2024-01-28,3,Merced,31.00,3.00,40.00,25.00
2024-01-28,4,Merced,30.00,2.00,52.00,37.00
2024-01-28,5,Merced,29.00,2.00,43.00,38.00
2024-01-28,6,Merced,28.00,2.00,42.00,36.00
2024-01-28,7,Merced,29.00,2.00,45.00,34.00
2024-01-28,8,Merced,26.00,2.00,52.00,37.00
2024-01-28,9,Merced,30.00,2.00,44.00,28.00
2024-01-28,10,Merced,25.00,4.00,54.00,39.00
2024-01-28,11,Merced,28.00,7.00,44.00,28.00
2024-01-28,12,Merced,31.00,16.00,57.00,35.00
2024-01-28,13,Merced,36.00,27.00,77.00,56.00
2024-01-28,14,Merced,35.00,47.00,94.00,69.00
2024-01-28,15,Merced,29.00,67.00,86.00,65.00
2024-01-28,16,Merced,21.00,73.00,74.00,48.00
2024-01-28,17,Merced,29.00,70.00,43.00,21.00
2024-01-28,18,Merced,26.00,63.00,70.00,43.00
2024-01-28,19,Merced,36.00,43.00,47.00,27.00
2024-01-28,20,Merced,30.00,30.00,59.00,28.00
2024-01-28,21,Merced,32.00,20.00,43.00,18.00
2024-01-28,22,Merced,42.00,7.00,34.00,15.00
2024-01-28,23,Merced,37.00,10.00,31.00,8.00
2024-01-28,24,Merced,,,34.00,16.00
2024-01-29,1,Merced,,,38.00,22.00
2024-01-29,2,Merced,,,34.00,18.00
2024-01-29,3,Merced,,,38.00,21.00
2024-01-29,4,Merced,28.00,3.00,36.00,25.00
2024-01-29,5,Merced,29.00,3.00,24.00,12.00
2024-01-29,6,Merced,29.00,2.00,43.00,36.00
2024-01-29,7,Merced,33.00,2.00,41.00,30.00
2024-01-29,8,Merced,35.00,3.00,57.00,47.00
2024-01-29,9,Merced,40.00,4.00,60.00,44.00
2024-01-29,10,Merced,52.00,9.00,67.00,52.00
2024-01-29,11,Merced,77.00,18.00,80.00,59.00
2024-01-29,12,Merced,66.00,44.00,93.00,68.00
2024-01-29,13,Merced,36.00,63.00,77.00,54.00
2024-01-29,14,Merced,40.00,80.00,51.00,35.00
2024-01-29,15,Merced,51.00,63.00,60.00,44.00
2024-01-29,16,Merced,41.00,43.00,59.00,37.00
2024-01-29,17,Merced,42.00,42.00,40.00,21.00
2024-01-29,18,Merced,49.00,27.00,46.00,24.00
2024-01-29,19,Merced,47.00,21.00,54.00,23.00
2024-01-29,20,Merced,36.00,17.00,49.00,15.00
2024-01-29,21,Merced,28.00,19.00,42.00,16.00
2024-01-29,22,Merced,33.00,12.00,37.00,15.00
2024-01-29,23,Merced,40.00,5.00,28.00,11.00
2024-01-29,24,Merced,32.00,11.00,34.00,12.00
2024-01-30,1,Merced,36.00,7.00,29.00,14.00
2024-01-30,2,Merced,27.00,14.00,26.00,12.00
2024-01-30,3,Merced,40.00,3.00,26.00,16.00
2024-01-30,4,Merced,39.00,3.00,29.00,11.00
2024-01-30,5,Merced,37.00,2.00,37.00,20.00
2024-01-30,6,Merced,37.00,2.00,42.00,24.00
2024-01-30,7,Merced,37.00,3.00,47.00,32.00
2024-01-30,8,Merced,39.00,3.00,44.00,21.00
2024-01-30,9,Merced,44.00,3.00,53.00,27.00
2024-01-30,10,Merced,52.00,4.00,56.00,27.00
2024-01-30,11,Merced,71.00,7.00,76.00,39.00
2024-01-30,12,Merced,82.00,13.00,73.00,41.00
2024-01-30,13,Merced,77.00,26.00,64.00,35.00
2024-01-30,14,Merced,59.00,42.00,64.00,35.00
2024-01-30,15,Merced,32.00,29.00,67.00,39.00
2024-01-30,16,Merced,42.00,35.00,44.00,27.00
2024-01-30,17,Merced,36.00,21.00,45.00,19.00
2024-01-30,18,Merced,36.00,15.00,37.00,18.00
2024-01-30,19,Merced,37.00,12.00,38.00,14.00
2024-01-30,20,Merced,42.00,6.00,35.00,14.00
2024-01-30,21,Merced,44.00,4.00,37.00,13.00
2024-01-30,22,Merced,44.00,4.00,46.00,14.00
2024-01-30,23,Merced,46.00,3.00,31.00,10.00
2024-01-30,24,Merced,44.00,2.00,45.00,26.00
2024-01-31,1,Merced,45.00,2.00,40.00,19.00
2024-01-31,2,Merced,42.00,2.00,53.00,22.00
2024-01-31,3,Merced,40.00,3.00,65.00,27.00
2024-01-31,4,Merced,40.00,2.00,53.00,13.00
2024-01-31,5,Merced,37.00,2.00,60.00,22.00
2024-01-31,6,Merced,38.00,2.00,66.00,23.00
2024-01-31,7,Merced,42.00,3.00,62.00,19.00
2024-01-31,8,Merced,44.00,3.00,73.00,38.00
2024-01-31,9,Merced,42.00,4.00,72.00,38.00
2024-01-31,10,Merced,48.00,5.00,67.00,29.00
2024-01-31,11,Merced,59.00,8.00,72.00,41.00
2024-01-31,12,Merced,76.00,12.00,61.00,32.00
2024-01-31,13,Merced,59.00,33.00,75.00,42.00
2024-01-31,14,Merced,39.00,49.00,63.00,40.00
2024-01-31,15,Merced,31.00,59.00,50.00,31.00
2024-01-31,16,Merced,34.00,64.00,38.00,21.00
2024-01-31,17,Merced,32.00,74.00,38.00,21.00
2024-01-31,18,Merced,29.00,62.00,52.00,32.00
2024-01-31,19,Merced,33.00,31.00,55.00,25.00
2024-01-31,20,Merced,34.00,28.00,30.00,10.00
2024-01-31,21,Merced,33.00,15.00,26.00,5.00
2024-01-31,22,Merced,31.00,12.00,46.00,10.00
2024-01-31,23,Merced,36.00,11.00,44.00,20.00
2024-01-31,24,Merced,36.00,12.00,32.00,10.00
2024-01-01,1,Pedregal,26.00,22.00,62.00,51.00
2024-01-01,2,Pedregal,15.00,32.00,73.00,62.00
2024-01-01,3,Pedregal,,,,
2024-01-01,4,Pedregal,19.00,23.00,45.00,38.00
2024-01-01,5,Pedregal,,,,
2024-01-01,6,Pedregal,23.00,18.00,48.00,42.00
2024-01-01,7,Pedregal,15.00,27.00,50.00,42.00
2024-01-01,8,Pedregal,22.00,16.00,33.00,28.00
2024-01-01,9,Pedregal,24.00,21.00,39.00,33.00
2024-01-01,10,Pedregal,31.00,38.00,65.00,56.00
2024-01-01,11,Pedregal,28.00,64.00,85.00,74.00
2024-01-01,12,Pedregal,9.00,75.00,93.00,81.00
2024-01-01,13,Pedregal,10.00,91.00,40.00,32.00
2024-01-01,14,Pedregal,9.00,102.00,44.00,36.00
2024-01-01,15,Pedregal,8.00,104.00,45.00,36.00
2024-01-01,16,Pedregal,7.00,92.00,38.00,31.00
2024-01-01,17,Pedregal,7.00,93.00,27.00,23.00
2024-01-01,18,Pedregal,10.00,88.00,30.00,24.00
2024-01-01,19,Pedregal,18.00,68.00,31.00,22.00
2024-01-01,20,Pedregal,18.00,68.00,40.00,27.00
2024-01-01,21,Pedregal,27.00,56.00,41.00,30.00
2024-01-01,22,Pedregal,36.00,40.00,39.00,30.00
2024-01-01,23,Pedregal,24.00,44.00,49.00,38.00
2024-01-01,24,Pedregal,22.00,40.00,49.00,38.00
2024-01-02,1,Pedregal,21.00,37.00,46.00,36.00
2024-01-02,2,Pedregal,16.00,41.00,44.00,33.00
2024-01-02,3,Pedregal,12.00,41.00,32.00,25.00
2024-01-02,4,Pedregal,7.00,42.00,28.00,21.00
2024-01-02,5,Pedregal,6.00,40.00,26.00,20.00
2024-01-02,6,Pedregal,8.00,38.00,13.00,9.00
2024-01-02,7,Pedregal,19.00,26.00,14.00,10.00
2024-01-02,8,Pedregal,30.00,15.00,13.00,7.00
2024-01-02,9,Pedregal,40.00,7.00,13.00,5.00
2024-01-02,10,Pedregal,46.00,9.00,32.00,17.00
2024-01-02,11,Pedregal,50.00,19.00,41.00,21.00
2024-01-02,12,Pedregal,34.00,41.00,48.00,27.00
2024-01-02,13,Pedregal,31.00,48.00,38.00,22.00
2024-01-02,14,Pedregal,25.00,59.00,39.00,24.00
2024-01-02,15,Pedregal,19.00,68.00,36.00,21.00
2024-01-02,16,Pedregal,10.00,62.00,30.00,16.00
2024-01-02,17,Pedregal,11.00,60.00,23.00,8.00
2024-01-02,18,Pedregal,12.00,50.00,30.00,13.00
2024-01-02,19,Pedregal,15.00,44.00,31.00,14.00
2024-01-02,20,Pedregal,31.00,30.00,30.00,12.00
2024-01-02,21,Pedregal,39.00,15.00,46.00,15.00
2024-01-02,22,Pedregal,27.00,23.00,40.00,18.00
2024-01-02,23,Pedregal,36.00,13.00,26.00,13.00
2024-01-02,24,Pedregal,42.00,7.00,34.00,16.00
2024-01-03,1,Pedregal,41.00,6.00,39.00,18.00
2024-01-03,2,Pedregal,40.00,5.00,38.00,20.00
2024-01-03,3,Pedregal,40.00,5.00,37.00,21.00
2024-01-03,4,Pedregal,36.00,8.00,29.00,15.00
2024-01-03,5,Pedregal,29.00,12.00,34.00,21.00
2024-01-03,6,Pedregal,30.00,8.00,31.00,19.00
2024-01-03,7,Pedregal,33.00,5.00,32.00,22.00
2024-01-03,8,Pedregal,35.00,5.00,27.00,17.00
2024-01-03,9,Pedregal,37.00,6.00,28.00,14.00
2024-01-03,10,Pedregal,37.00,15.00,35.00,18.00
2024-01-03,11,Pedregal,32.00,26.00,35.00,13.00
2024-01-03,12,Pedregal,,,,
2024-01-03,13,Pedregal,,,,
2024-01-03,14,Pedregal,,,,
2024-01-03,15,Pedregal,,,,
2024-01-03,16,Pedregal,,,,
2024-01-03,17,Pedregal,10.00,75.00,36.00,11.00
2024-01-03,18,Pedregal,10.00,58.00,46.00,20.00
2024-01-03,19,Pedregal,,,,
2024-01-03,20,Pedregal,,,,
2024-01-03,21,Pedregal,46.00,6.00,26.00,12.00
2024-01-03,22,Pedregal,47.00,7.00,45.00,21.00
2024-01-03,23,Pedregal,44.00,8.00,32.00,15.00
2024-01-03,24,Pedregal,45.00,5.00,33.00,18.00
2024-01-04,1,Pedregal,26.00,17.00,39.00,20.00
2024-01-04,2,Pedregal,17.00,22.00,31.00,17.00
2024-01-04,3,Pedregal,19.00,17.00,19.00,11.00
2024-01-04,4,Pedregal,10.00,25.00,15.00,9.00
2024-01-04,5,Pedregal,11.00,24.00,10.00,5.00
2024-01-04,6,Pedregal,13.00,24.00,13.00,8.00
2024-01-04,7,Pedregal,29.00,7.00,11.00,6.00
2024-01-04,8,Pedregal,32.00,5.00,14.00,7.00
2024-01-04,9,Pedregal,31.00,11.00,30.00,14.00
2024-01-04,10,Pedregal,39.00,16.00,29.00,15.00
2024-01-04,11,Pedregal,38.00,29.00,31.00,14.00
2024-01-04,12,Pedregal,23.00,43.00,33.00,17.00
2024-01-04,13,Pedregal,14.00,54.00,27.00,11.00
2024-01-04,14,Pedregal,16.00,61.00,25.00,10.00
2024-01-04,15,Pedregal,7.00,52.00,37.00,17.00
2024-01-04,16,Pedregal,6.00,47.00,22.00,6.00
2024-01-04,17,Pedregal,5.00,43.00,19.00,3.00
2024-01-04,18,Pedregal,9.00,39.00,22.00,5.00
2024-01-04,19,Pedregal,10.00,33.00,17.00,6.00
2024-01-04,20,Pedregal,9.00,34.00,22.00,10.00
2024-01-04,21,Pedregal,7.00,36.00,10.00,
2024-01-04,22,Pedregal,8.00,33.00,23.00,7.00
2024-01-04,23,Pedregal,11.00,28.00,15.00,7.00
2024-01-04,24,Pedregal,,,15.00,6.00
2024-01-05,1,Pedregal,,,23.00,11.00
2024-01-05,2,Pedregal,,,14.00,4.00
2024-01-05,3,Pedregal,,,9.00,4.00
2024-01-05,4,Pedregal,21.00,9.00,12.00,6.00
2024-01-05,5,Pedregal,16.00,15.00,12.00,6.00
2024-01-05,6,Pedregal,15.00,17.00,8.00,3.00
2024-01-05,7,Pedregal,24.00,10.00,7.00,3.00
2024-01-05,8,Pedregal,,,,
2024-01-05,9,Pedregal,29.00,11.00,17.00,7.00
2024-01-05,10,Pedregal,33.00,15.00,16.00,4.00
2024-01-05,11,Pedregal,18.00,28.00,27.00,10.00
2024-01-05,12,Pedregal,14.00,37.00,23.00,8.00
2024-01-05,13,Pedregal,11.00,46.00,,
2024-01-05,14,Pedregal,6.00,47.00,16.00,4.00
2024-01-05,15,Pedregal,3.00,41.00,12.00,3.00
2024-01-05,16,Pedregal,3.00,39.00,16.00,1.00
2024-01-05,17,Pedregal,3.00,37.00,17.00,2.00
2024-01-05,18,Pedregal,4.00,37.00,9.00,1.00
2024-01-05,19,Pedregal,9.00,31.00,16.00,3.00
2024-01-05,20,Pedregal,10.00,25.00,25.00,11.00
2024-01-05,21,Pedregal,22.00,13.00,15.00,7.00
2024-01-05,22,Pedregal,24.00,13.00,6.00,1.00
2024-01-05,23,Pedregal,31.00,5.00,15.00,7.00
2024-01-05,24,Pedregal,32.00,5.00,18.00,8.00
2024-01-06,1,Pedregal,28.00,8.00,20.00,12.00
2024-01-06,2,Pedregal,27.00,9.00,16.00,10.00
2024-01-06,3,Pedregal,28.00,6.00,13.00,7.00
2024-01-06,4,Pedregal,28.00,5.00,13.00,6.00
2024-01-06,5,Pedregal,28.00,4.00,17.00,8.00
2024-01-06,6,Pedregal,28.00,4.00,14.00,7.00
2024-01-06,7,Pedregal,27.00,4.00,14.00,7.00
2024-01-06,8,Pedregal,26.00,5.00,13.00,6.00
2024-01-06,9,Pedregal,26.00,10.00,12.00,3.00
2024-01-06,10,Pedregal,20.00,21.00,13.00,4.00
2024-01-06,11,Pedregal,17.00,28.00,16.00,9.00
2024-01-06,12,Pedregal,15.00,36.00,11.00,5.00
2024-01-06,13,Pedregal,11.00,46.00,16.00,7.00
2024-01-06,14,Pedregal,11.00,55.00,10.00,2.00
2024-01-06,15,Pedregal,9.00,66.00,14.00,4.00
2024-01-06,16,Pedregal,6.00,52.00,15.00,5.00
2024-01-06,17,Pedregal,4.00,38.00,19.00,7.00
2024-01-06,18,Pedregal,6.00,33.00,,
2024-01-06,19,Pedregal,11.00,29.00,11.00,2.00
2024-01-06,20,Pedregal,10.00,29.00,19.00,7.00
2024-01-06,21,Pedregal,15.00,20.00,8.00,3.00
2024-01-06,22,Pedregal,25.00,9.00,15.00,8.00
2024-01-06,23,Pedregal,28.00,5.00,14.00,7.00
2024-01-06,24,Pedregal,22.00,13.00,20.00,11.00
2024-01-07,1,Pedregal,16.00,21.00,13.00,5.00
2024-01-07,2,Pedregal,10.00,25.00,4.00,
2024-01-07,3,Pedregal,21.00,12.00,12.00,8.00
2024-01-07,4,Pedregal,17.00,16.00,7.00,
2024-01-07,5,Pedregal,7.00,26.00,9.00,5.00
2024-01-07,6,Pedregal,10.00,19.00,3.00,1.00
2024-01-07,7,Pedregal,16.00,12.00,9.00,7.00
2024-01-07,8,Pedregal,21.00,7.00,8.00,4.00
2024-01-07,9,Pedregal,27.00,7.00,12.00,5.00
2024-01-07,10,Pedregal,31.00,13.00,21.00,7.00
2024-01-07,11,Pedregal,30.00,23.00,30.00,14.00
2024-01-07,12,Pedregal,20.00,41.00,35.00,21.00
2024-01-07,13,Pedregal,21.00,51.00,22.00,13.00
2024-01-07,14,Pedregal,27.00,62.00,26.00,16.00
2024-01-07,15,Pedregal,20.00,72.00,36.00,23.00
2024-01-07,16,Pedregal,19.00,68.00,39.00,25.00
2024-01-07,17,Pedregal,5.00,29.00,36.00,21.00
2024-01-07,18,Pedregal,10.00,25.00,14.00,4.00
2024-01-07,19,Pedregal,11.00,21.00,12.00,6.00
2024-01-07,20,Pedregal,13.00,16.00,11.00,7.00
2024-01-07,21,Pedregal,25.00,9.00,10.00,6.00
2024-01-07,22,Pedregal,32.00,6.00,16.00,8.00
2024-01-07,23,Pedregal,39.00,5.00,23.00,11.00
2024-01-07,24,Pedregal,39.00,5.00,42.00,21.00
2024-01-08,1,Pedregal,33.00,5.00,44.00,25.00
2024-01-08,2,Pedregal,24.00,4.00,28.00,16.00
2024-01-08,3,Pedregal,,,,
2024-01-08,4,Pedregal,20.00,7.00,15.00,9.00
2024-01-08,5,Pedregal,,,,
2024-01-08,6,Pedregal,20.00,7.00,6.00,2.00
2024-01-08,7,Pedregal,23.00,5.00,9.00,4.00
2024-01-08,8,Pedregal,,,,
2024-01-08,9,Pedregal,30.00,6.00,28.00,10.00
2024-01-08,10,Pedregal,28.00,14.00,36.00,15.00
2024-01-08,11,Pedregal,20.00,25.00,21.00,7.00
2024-01-08,12,Pedregal,13.00,31.00,15.00,7.00
2024-01-08,13,Pedregal,6.00,30.00,20.00,8.00
2024-01-08,14,Pedregal,3.00,30.00,4.00,
2024-01-08,15,Pedregal,4.00,28.00,,
2024-01-08,16,Pedregal,3.00,27.00,5.00,
2024-01-08,17,Pedregal,3.00,27.00,15.00,4.00
2024-01-08,18,Pedregal,5.00,24.00,21.00,8.00
2024-01-08,19,Pedregal,7.00,22.00,,
2024-01-08,20,Pedregal,,,,
2024-01-08,21,Pedregal,22.00,6.00,12.00,5.00
2024-01-08,22,Pedregal,19.00,8.00,13.00,4.00
2024-01-08,23,Pedregal,19.00,8.00,12.00,4.00
2024-01-08,24,Pedregal,16.00,11.00,13.00,5.00
2024-01-09,1,Pedregal,15.00,10.00,9.00,4.00
2024-01-09,2,Pedregal,14.00,15.00,11.00,7.00
2024-01-09,3,Pedregal,14.00,19.00,4.00,3.00
2024-01-09,4,Pedregal,8.00,28.00,9.00,3.00
2024-01-09,5,Pedregal,11.00,21.00,12.00,2.00
2024-01-09,6,Pedregal,12.00,13.00,8.00,1.00
2024-01-09,7,Pedregal,20.00,7.00,8.00,3.00
2024-01-09,8,Pedregal,25.00,5.00,13.00,5.00
2024-01-09,9,Pedregal,33.00,7.00,20.00,5.00
2024-01-09,10,Pedregal,32.00,10.00,33.00,6.00
2024-01-09,11,Pedregal,21.00,23.00,26.00,7.00
2024-01-09,12,Pedregal,17.00,35.00,14.00,3.00
2024-01-09,13,Pedregal,17.00,42.00,13.00,4.00
2024-01-09,14,Pedregal,15.00,51.00,19.00,7.00
2024-01-09,15,Pedregal,13.00,57.00,12.00,2.00
2024-01-09,16,Pedregal,14.00,55.00,9.00,
2024-01-09,17,Pedregal,13.00,46.00,17.00,6.00
2024-01-09,18,Pedregal,20.00,45.00,19.00,7.00
2024-01-09,19,Pedregal,38.00,29.00,37.00,17.00
2024-01-09,20,Pedregal,43.00,22.00,45.00,22.00
2024-01-09,21,Pedregal,48.00,12.00,40.00,15.00
2024-01-09,22,Pedregal,43.00,14.00,54.00,20.00
2024-01-09,23,Pedregal,,,,
2024-01-09,24,Pedregal,43.00,7.00,25.00,11.00
2024-01-10,1,Pedregal,43.00,5.00,32.00,16.00
2024-01-10,2,Pedregal,40.00,7.00,26.00,10.00
2024-01-10,3,Pedregal,34.00,9.00,26.00,13.00
2024-01-10,4,Pedregal,35.00,7.00,23.00,11.00
2024-01-10,5,Pedregal,34.00,7.00,22.00,11.00
2024-01-10,6,Pedregal,36.00,5.00,26.00,13.00
2024-01-10,7,Pedregal,38.00,5.00,24.00,11.00
2024-01-10,8,Pedregal,40.00,5.00,25.00,9.00
2024-01-10,9,Pedregal,,,,
2024-01-10,10,Pedregal,39.00,20.00,31.00,9.00
2024-01-10,11,Pedregal,39.00,29.00,38.00,14.00
2024-01-10,12,Pedregal,19.00,41.00,48.00,15.00
2024-01-10,13,Pedregal,18.00,45.00,31.00,5.00
2024-01-10,14,Pedregal,15.00,49.00,25.00,6.00
2024-01-10,15,Pedregal,12.00,58.00,16.00,3.00
2024-01-10,16,Pedregal,6.00,50.00,,
2024-01-10,17,Pedregal,5.00,45.00,33.00,11.00
2024-01-10,18,Pedregal,6.00,43.00,19.00,1.00
2024-01-10,19,Pedregal,10.00,33.00,23.00,6.00
2024-01-10,20,Pedregal,18.00,23.00,24.00,12.00
2024-01-10,21,Pedregal,18.00,26.00,17.00,8.00
2024-01-10,22,Pedregal,20.00,22.00,11.00,3.00
2024-01-10,23,Pedregal,25.00,15.00,11.00,3.00
2024-01-10,24,Pedregal,,,18.00,9.00
2024-01-11,1,Pedregal,,,14.00,5.00
2024-01-11,2,Pedregal,,,13.00,6.00
2024-01-11,3,Pedregal,,,11.00,4.00
2024-01-11,4,Pedregal,16.00,13.00,12.00,6.00
2024-01-11,5,Pedregal,23.00,7.00,12.00,7.00
2024-01-11,6,Pedregal,26.00,5.00,12.00,5.00
2024-01-11,7,Pedregal,29.00,4.00,14.00,5.00
2024-01-11,8,Pedregal,30.00,4.00,27.00,5.00
2024-01-11,9,Pedregal,33.00,5.00,37.00,13.00
2024-01-11,10,Pedregal,36.00,10.00,41.00,12.00
2024-01-11,11,Pedregal,28.00,21.00,46.00,11.00
2024-01-11,12,Pedregal,19.00,35.00,28.00,9.00
2024-01-11,13,Pedregal,16.00,47.00,31.00,11.00
2024-01-11,14,Pedregal,14.00,62.00,22.00,6.00
2024-01-11,15,Pedregal,11.00,79.00,21.00,7.00
2024-01-11,16,Pedregal,11.00,80.00,23.00,4.00
2024-01-11,17,Pedregal,11.00,64.00,38.00,8.00
2024-01-11,18,Pedregal,14.00,55.00,83.00,15.00
2024-01-11,19,Pedregal,31.00,35.00,72.00,6.00
2024-01-11,20,Pedregal,43.00,17.00,85.00,19.00
2024-01-11,21,Pedregal,43.00,17.00,50.00,17.00
2024-01-11,22,Pedregal,41.00,5.00,29.00,10.00
2024-01-11,23,Pedregal,28.00,7.00,29.00,11.00
2024-01-11,24,Pedregal,31.00,5.00,19.00,7.00
2024-01-12,1,Pedregal,30.00,5.00,31.00,9.00
2024-01-12,2,Pedregal,27.00,5.00,19.00,7.00
2024-01-12,3,Pedregal,22.00,8.00,25.00,13.00
2024-01-12,4,Pedregal,18.00,10.00,15.00,9.00
2024-01-12,5,Pedregal,23.00,7.00,14.00,6.00
2024-01-12,6,Pedregal,21.00,9.00,16.00,9.00
2024-01-12,7,Pedregal,26.00,8.00,11.00,5.00
2024-01-12,8,Pedregal,,,,
2024-01-12,9,Pedregal,34.00,5.00,26.00,10.00
2024-01-12,10,Pedregal,43.00,10.00,39.00,14.00
2024-01-12,11,Pedregal,43.00,19.00,41.00,15.00
2024-01-12,12,Pedregal,30.00,40.00,41.00,15.00
2024-01-12,13,Pedregal,,,,
2024-01-12,14,Pedregal,31.00,81.00,29.00,11.00
2024-01-12,15,Pedregal,40.00,102.00,38.00,19.00
2024-01-12,16,Pedregal,25.00,98.00,52.00,30.00
2024-01-12,17,Pedregal,10.00,70.00,41.00,19.00
2024-01-12,18,Pedregal,16.00,51.00,31.00,8.00
2024-01-12,19,Pedregal,,,,
2024-01-12,20,Pedregal,35.00,21.00,32.00,13.00
2024-01-12,21,Pedregal,50.00,8.00,18.00,8.00
2024-01-12,22,Pedregal,54.00,5.00,28.00,11.00
2024-01-12,23,Pedregal,,,,
2024-01-12,24,Pedregal,42.00,5.00,54.00,26.00
2024-01-13,1,Pedregal,36.00,5.00,37.00,21.00
2024-01-13,2,Pedregal,35.00,5.00,29.00,14.00
2024-01-13,3,Pedregal,29.00,9.00,18.00,5.00
2024-01-13,4,Pedregal,18.00,18.00,26.00,14.00
2024-01-13,5,Pedregal,25.00,11.00,14.00,5.00
2024-01-13,6,Pedregal,20.00,12.00,17.00,8.00
2024-01-13,7,Pedregal,26.00,8.00,14.00,7.00
2024-01-13,8,Pedregal,26.00,9.00,20.00,11.00
2024-01-13,9,Pedregal,29.00,11.00,20.00,9.00
2024-01-13,10,Pedregal,45.00,12.00,24.00,10.00
2024-01-13,11,Pedregal,27.00,33.00,38.00,15.00
2024-01-13,12,Pedregal,17.00,41.00,30.00,13.00
2024-01-13,13,Pedregal,19.00,42.00,21.00,6.00
2024-01-13,14,Pedregal,21.00,47.00,19.00,7.00
2024-01-13,15,Pedregal,20.00,48.00,24.00,9.00
