DATE,HOUR,STATION,NO2,O3,PM10,PM2.5
2024-01-20,5.0,Pedregal,18.0,24.0,27.0,11.0
2024-01-20,6.0,Pedregal,13.0,30.0,23.0,10.0
2024-01-20,7.0,Pedregal,18.0,24.0,23.0,12.0
2024-01-20,8.0,Pedregal,23.0,22.0,17.0,6.0
2024-01-20,9.0,Pedregal,25.0,20.0,21.0,10.0
2024-01-20,10.0,Pedregal,24.0,24.0,25.0,11.0
2024-01-20,11.0,Pedregal,18.0,32.0,24.0,8.0
2024-01-20,12.0,Pedregal,16.0,31.0,26.0,10.0
2024-01-20,13.0,Pedregal,19.0,37.0,22.0,6.0
2024-01-20,14.0,Pedregal,22.0,48.0,24.0,10.0
2024-01-20,15.0,Pedregal,25.0,54.0,32.0,15.0
2024-01-20,16.0,Pedregal,29.0,56.0,31.0,13.0
2024-01-20,17.0,Pedregal,25.0,51.0,44.0,23.0
2024-01-20,18.0,Pedregal,25.0,38.0,59.0,23.0
2024-01-20,19.0,Pedregal,27.0,30.0,51.0,17.0
2024-01-20,20.0,Pedregal,23.0,22.0,58.0,21.0
2024-01-20,21.0,Pedregal,23.0,19.0,43.0,15.0
2024-01-20,22.0,Pedregal,26.0,15.0,27.0,8.0
2024-01-20,23.0,Pedregal,31.0,11.0,26.0,9.0
2024-01-20,24.0,Pedregal,35.0,6.0,31.0,14.0
2024-01-21,1.0,Pedregal,35.0,4.0,35.0,16.0
2024-01-21,2.0,Pedregal,34.0,5.0,40.0,19.0
2024-01-21,3.0,Pedregal,33.0,4.0,39.0,21.0
2024-01-21,4.0,Pedregal,35.65217391304348,17.52173913043478,36.84057971014493,21.202898550724637
2024-01-21,5.0,Pedregal,32.0,4.0,33.0,17.0
2024-01-21,6.0,Pedregal,32.0,4.0,30.0,17.0
2024-01-21,7.0,Pedregal,32.0,4.0,36.0,20.0
2024-01-21,8.0,Pedregal,31.0,4.0,34.0,17.0
2024-01-21,9.0,Pedregal,33.0,7.0,37.0,19.0
2024-01-21,10.0,Pedregal,37.0,16.0,36.0,17.0
2024-01-21,11.0,Pedregal,37.0,31.0,47.0,28.0
2024-01-21,12.0,Pedregal,24.0,49.0,46.0,26.0
2024-01-21,13.0,Pedregal,26.0,44.0,42.0,23.0
2024-01-21,14.0,Pedregal,22.0,35.0,48.0,29.0
2024-01-21,15.0,Pedregal,19.0,44.0,26.0,19.0
2024-01-21,16.0,Pedregal,17.0,48.0,15.0,11.0
2024-01-21,17.0,Pedregal,24.0,47.0,24.0,18.0
2024-01-21,18.0,Pedregal,29.0,38.0,32.0,23.0
2024-01-21,19.0,Pedregal,27.0,24.0,37.0,28.0
2024-01-21,20.0,Pedregal,21.0,23.0,34.0,23.0
2024-01-21,21.0,Pedregal,21.0,19.0,25.0,15.0
2024-01-21,22.0,Pedregal,35.65217391304348,17.52173913043478,36.84057971014493,21.202898550724637
2024-01-21,23.0,Pedregal,25.0,13.0,16.0,10.0
2024-01-21,24.0,Pedregal,35.65217391304348,17.52173913043478,36.84057971014493,21.202898550724637
2024-01-22,1.0,Pedregal,30.0,9.0,22.0,13.0
2024-01-22,2.0,Pedregal,16.0,16.0,25.0,14.0
2024-01-22,3.0,Pedregal,13.0,19.0,11.0,7.0
2024-01-22,4.0,Pedregal,9.0,22.0,12.0,8.0
2024-01-22,5.0,Pedregal,14.0,15.0,11.0,7.0
2024-01-22,6.0,Pedregal,15.0,14.0,10.0,7.0
2024-01-22,7.0,Pedregal,23.0,9.0,11.0,7.0
2024-01-22,8.0,Pedregal,27.0,4.0,12.0,6.0
2024-01-22,9.0,Pedregal,33.0,9.0,19.0,7.0
2024-01-22,10.0,Pedregal,30.470588235294116,23.83823529411765,31.380281690140844,17.450704225352112
2024-01-22,11.0,Pedregal,26.0,31.0,39.0,24.0
2024-01-22,12.0,Pedregal,29.0,46.0,29.0,16.0
2024-01-22,13.0,Pedregal,24.0,54.0,30.0,18.0
2024-01-22,14.0,Pedregal,14.0,61.0,27.0,16.0
2024-01-22,15.0,Pedregal,11.0,67.0,30.0,17.0
2024-01-22,16.0,Pedregal,10.0,72.0,30.0,18.0
2024-01-22,17.0,Pedregal,9.0,62.0,32.0,19.0
2024-01-22,18.0,Pedregal,11.0,48.0,34.0,19.0
2024-01-22,19.0,Pedregal,15.0,36.0,23.0,11.0
2024-01-22,20.0,Pedregal,11.0,35.0,12.0,1.0
2024-01-22,21.0,Pedregal,12.0,31.0,21.0,12.0
2024-01-22,22.0,Pedregal,37.0,8.0,7.0,2.0
2024-01-22,23.0,Pedregal,36.0,5.0,21.0,10.0
2024-01-22,24.0,Pedregal,30.470588235294116,23.83823529411765,17.0,7.0
2024-01-23,1.0,Pedregal,28.666666666666668,27.73015873015873,11.0,5.0
2024-01-23,2.0,Pedregal,28.666666666666668,27.73015873015873,13.0,7.0
2024-01-23,3.0,Pedregal,28.666666666666668,27.73015873015873,6.0,3.0
2024-01-23,4.0,Pedregal,8.0,24.0,10.0,6.0
2024-01-23,5.0,Pedregal,11.0,21.0,14.0,10.0
2024-01-23,6.0,Pedregal,12.0,19.0,11.0,7.0
2024-01-23,7.0,Pedregal,24.0,8.0,12.0,7.0
2024-01-23,8.0,Pedregal,28.0,6.0,15.0,8.0
2024-01-23,9.0,Pedregal,29.0,9.0,20.0,9.0
2024-01-23,10.0,Pedregal,40.0,12.0,27.0,11.0
2024-01-23,11.0,Pedregal,40.0,27.0,34.0,17.0
2024-01-23,12.0,Pedregal,30.0,54.0,38.0,21.0
2024-01-23,13.0,Pedregal,21.0,67.0,34.0,19.0
2024-01-23,14.0,Pedregal,7.0,60.0,39.0,23.0
2024-01-23,15.0,Pedregal,6.0,58.0,34.0,19.0
2024-01-23,16.0,Pedregal,7.0,64.0,32.11267605633803,16.08450704225352
2024-01-23,17.0,Pedregal,7.0,65.0,36.0,19.0
2024-01-23,18.0,Pedregal,9.0,52.0,18.0,5.0
2024-01-23,19.0,Pedregal,9.0,43.0,27.0,9.0
2024-01-23,20.0,Pedregal,11.0,38.0,35.0,18.0
2024-01-23,21.0,Pedregal,15.0,34.0,30.0,18.0
2024-01-23,22.0,Pedregal,24.0,21.0,15.0,7.0
2024-01-23,23.0,Pedregal,32.0,12.0,14.0,6.0
2024-01-23,24.0,Pedregal,27.0,16.0,28.0,15.0
2024-01-24,1.0,Pedregal,19.0,22.0,20.0,11.0
2024-01-24,2.0,Pedregal,13.0,27.0,13.0,3.0
2024-01-24,3.0,Pedregal,11.0,25.0,19.0,11.0
2024-01-24,4.0,Pedregal,9.0,29.0,14.0,8.0
2024-01-24,5.0,Pedregal,28.72463768115942,21.840579710144926,32.455882352941174,14.5
2024-01-24,6.0,Pedregal,19.0,13.0,19.0,13.0
2024-01-24,7.0,Pedregal,28.72463768115942,21.840579710144926,32.455882352941174,14.5
2024-01-24,8.0,Pedregal,32.0,4.0,17.0,7.0
2024-01-24,9.0,Pedregal,38.0,6.0,31.0,11.0
2024-01-24,10.0,Pedregal,48.0,11.0,35.0,14.0
2024-01-24,11.0,Pedregal,30.0,31.0,41.0,19.0
2024-01-24,12.0,Pedregal,21.0,41.0,34.0,16.0
2024-01-24,13.0,Pedregal,4.0,47.0,28.0,13.0
2024-01-24,14.0,Pedregal,4.0,53.0,18.0,2.0
2024-01-24,15.0,Pedregal,4.0,59.0,22.0,6.0
2024-01-24,16.0,Pedregal,4.0,55.0,21.0,5.0
2024-01-24,17.0,Pedregal,4.0,50.0,8.0,1.0
2024-01-24,18.0,Pedregal,5.0,45.0,17.0,6.0
2024-01-24,19.0,Pedregal,8.0,41.0,13.0,6.0
2024-01-24,20.0,Pedregal,13.0,34.0,19.0,8.0
2024-01-24,21.0,Pedregal,22.0,25.0,18.0,8.0
2024-01-24,22.0,Pedregal,36.0,8.0,28.0,15.0
2024-01-24,23.0,Pedregal,28.72463768115942,21.840579710144926,32.455882352941174,14.5
2024-01-24,24.0,Pedregal,39.0,4.0,21.0,8.0
2024-01-25,1.0,Pedregal,38.0,3.0,29.0,13.0
2024-01-25,2.0,Pedregal,22.0,13.0,31.0,15.0
2024-01-25,3.0,Pedregal,8.0,22.0,12.0,6.0
2024-01-25,4.0,Pedregal,7.0,23.0,8.0,4.0
2024-01-25,5.0,Pedregal,8.0,22.0,10.0,6.0
2024-01-25,6.0,Pedregal,12.0,17.0,5.0,1.0
2024-01-25,7.0,Pedregal,22.0,8.0,11.0,7.0
2024-01-25,8.0,Pedregal,26.0,6.0,11.0,5.0
2024-01-25,9.0,Pedregal,32.0,6.0,19.0,4.0
2024-01-25,10.0,Pedregal,28.3943661971831,17.535211267605632,32.15492957746479,14.579710144927537
2024-01-25,11.0,Pedregal,39.0,23.0,45.0,15.0
2024-01-25,12.0,Pedregal,33.0,43.0,37.0,17.0
2024-01-25,13.0,Pedregal,34.0,59.0,44.0,23.0
2024-01-25,14.0,Pedregal,18.0,59.0,34.0,17.0
2024-01-25,15.0,Pedregal,5.0,44.0,28.0,15.0
2024-01-25,16.0,Pedregal,5.0,43.0,19.0,3.0
2024-01-25,17.0,Pedregal,4.0,40.0,23.0,2.0
2024-01-25,18.0,Pedregal,5.0,35.0,21.0,4.0
2024-01-25,19.0,Pedregal,7.0,30.0,16.0,1.0
2024-01-25,20.0,Pedregal,18.0,17.0,7.0,14.579710144927537
2024-01-25,21.0,Pedregal,30.0,5.0,17.0,9.0
2024-01-25,22.0,Pedregal,25.0,6.0,32.0,15.0
2024-01-25,23.0,Pedregal,27.0,4.0,28.0,14.0
2024-01-25,24.0,Pedregal,27.0,4.0,26.0,11.0
2024-01-26,1.0,Pedregal,25.0,4.0,18.0,7.0
2024-01-26,2.0,Pedregal,13.0,14.0,20.0,9.0
2024-01-26,3.0,Pedregal,9.0,16.0,5.0,2.0
2024-01-26,4.0,Pedregal,8.0,15.0,7.0,4.0
2024-01-26,5.0,Pedregal,10.0,12.0,6.0,4.0
2024-01-26,6.0,Pedregal,15.0,6.0,3.0,0.0
2024-01-26,7.0,Pedregal,20.0,4.0,7.0,3.0
2024-01-26,8.0,Pedregal,21.0,5.0,12.0,4.0
2024-01-26,9.0,Pedregal,21.0,9.0,16.0,4.0
2024-01-26,10.0,Pedregal,27.0,12.0,19.0,5.0
2024-01-26,11.0,Pedregal,31.0,23.0,28.0,9.0
2024-01-26,12.0,Pedregal,26.0,37.0,30.0,14.0
2024-01-26,13.0,Pedregal,5.0,40.0,23.0,8.0
2024-01-26,14.0,Pedregal,4.0,39.0,13.0,1.0
2024-01-26,15.0,Pedregal,3.0,40.0,14.0,4.0
2024-01-26,16.0,Pedregal,5.0,40.0,22.0,6.0
2024-01-26,17.0,Pedregal,4.0,39.0,23.0,2.0
2024-01-26,18.0,Pedregal,5.0,36.0,19.0,3.0
2024-01-26,19.0,Pedregal,8.0,30.0,19.0,4.0
2024-01-26,20.0,Pedregal,8.0,28.0,12.0,2.0
2024-01-26,21.0,Pedregal,11.0,24.0,11.0,3.0
2024-01-26,22.0,Pedregal,22.0,13.0,15.0,6.0
2024-01-26,23.0,Pedregal,24.0,13.0,4.0,10.602941176470589
2024-01-26,24.0,Pedregal,23.422535211267604,16.676056338028168,26.338028169014084,10.602941176470589
2024-01-27,1.0,Pedregal,10.0,24.0,17.0,9.0
2024-01-27,2.0,Pedregal,9.0,24.0,10.0,3.0
2024-01-27,3.0,Pedregal,7.0,26.0,10.0,6.0
2024-01-27,4.0,Pedregal,6.0,27.0,13.0,7.0
2024-01-27,5.0,Pedregal,5.0,27.0,11.0,6.0
2024-01-27,6.0,Pedregal,6.0,27.0,10.0,6.0
2024-01-27,7.0,Pedregal,11.0,21.0,9.0,6.0
2024-01-27,8.0,Pedregal,26.0,7.0,7.0,3.0
2024-01-27,9.0,Pedregal,27.0,9.0,16.0,6.0
2024-01-27,10.0,Pedregal,31.0,15.0,22.0,7.0
2024-01-27,11.0,Pedregal,45.0,26.0,20.0,7.0
2024-01-27,12.0,Pedregal,67.0,34.0,35.0,18.0
2024-01-27,13.0,Pedregal,37.0,53.0,54.0,30.0
2024-01-27,14.0,Pedregal,17.0,66.0,53.0,33.0
2024-01-27,15.0,Pedregal,13.0,79.0,28.0,18.0
2024-01-27,16.0,Pedregal,10.0,89.0,32.0,21.0
2024-01-27,17.0,Pedregal,8.0,91.0,27.0,12.0
2024-01-27,18.0,Pedregal,9.0,80.0,30.0,16.0
2024-01-27,19.0,Pedregal,11.0,66.0,32.0,15.0
2024-01-27,20.0,Pedregal,22.0,36.0,29.0,13.0
2024-01-27,21.0,Pedregal,21.0,30.0,56.0,11.0
2024-01-27,22.0,Pedregal,17.0,31.0,53.0,15.0
2024-01-27,23.0,Pedregal,16.0,30.0,49.0,16.0
2024-01-27,24.0,Pedregal,16.0,28.0,37.0,12.0
2024-01-28,1.0,Pedregal,21.0,20.0,49.0,26.0
2024-01-28,2.0,Pedregal,18.0,20.0,35.0,15.0
2024-01-28,3.0,Pedregal,14.0,21.0,31.0,16.0
2024-01-28,4.0,Pedregal,14.0,19.0,38.0,19.0
2024-01-28,5.0,Pedregal,19.0,13.0,32.0,17.0
2024-01-28,6.0,Pedregal,28.0,4.0,30.0,18.0
2024-01-28,7.0,Pedregal,23.0,7.0,39.0,24.0
2024-01-28,8.0,Pedregal,23.0,7.0,35.0,21.0
2024-01-28,9.0,Pedregal,20.0,13.0,35.0,21.0
2024-01-28,10.0,Pedregal,25.181818181818183,27.696969696969695,50.44927536231884,31.231884057971016
2024-01-28,11.0,Pedregal,25.181818181818183,27.696969696969695,50.44927536231884,31.231884057971016
2024-01-28,12.0,Pedregal,21.0,34.0,59.0,44.0
2024-01-28,13.0,Pedregal,26.0,46.0,67.0,47.0
2024-01-28,14.0,Pedregal,24.0,61.0,72.0,51.0
2024-01-28,15.0,Pedregal,17.0,71.0,74.0,51.0
2024-01-28,16.0,Pedregal,13.0,75.0,48.0,31.0
2024-01-28,17.0,Pedregal,16.0,81.0,40.0,24.0
2024-01-28,18.0,Pedregal,17.0,78.0,58.0,37.0
2024-01-28,19.0,Pedregal,27.0,61.0,53.0,31.0
2024-01-28,20.0,Pedregal,29.0,43.0,53.0,29.0
2024-01-28,21.0,Pedregal,25.0,39.0,54.0,27.0
2024-01-28,22.0,Pedregal,25.181818181818183,27.696969696969695,50.44927536231884,31.231884057971016
2024-01-28,23.0,Pedregal,29.0,22.0,32.0,12.0
2024-01-28,24.0,Pedregal,25.181818181818183,27.696969696969695,32.0,15.0
2024-01-29,1.0,Pedregal,35.142857142857146,25.746031746031747,23.0,10.0
2024-01-29,2.0,Pedregal,35.142857142857146,25.746031746031747,13.0,7.0
2024-01-29,3.0,Pedregal,35.142857142857146,25.746031746031747,48.29577464788732,28.225352112676056
2024-01-29,4.0,Pedregal,30.0,7.0,32.0,15.0
2024-01-29,5.0,Pedregal,24.0,8.0,39.0,22.0
2024-01-29,6.0,Pedregal,28.0,4.0,32.0,21.0
2024-01-29,7.0,Pedregal,27.0,4.0,38.0,27.0
2024-01-29,8.0,Pedregal,28.0,5.0,44.0,31.0
2024-01-29,9.0,Pedregal,31.0,8.0,53.0,39.0
2024-01-29,10.0,Pedregal,40.0,12.0,62.0,44.0
2024-01-29,11.0,Pedregal,51.0,26.0,70.0,47.0
2024-01-29,12.0,Pedregal,28.0,53.0,73.0,47.0
2024-01-29,13.0,Pedregal,20.0,67.0,44.0,26.0
2024-01-29,14.0,Pedregal,22.0,78.0,37.0,22.0
2024-01-29,15.0,Pedregal,29.0,77.0,41.0,26.0
2024-01-29,16.0,Pedregal,31.0,66.0,51.0,35.0
2024-01-29,17.0,Pedregal,28.0,55.0,45.0,29.0
2024-01-29,18.0,Pedregal,26.0,64.0,41.0,19.0
2024-01-29,19.0,Pedregal,22.0,57.0,53.0,24.0
2024-01-29,20.0,Pedregal,29.0,37.0,43.0,24.0
2024-01-29,21.0,Pedregal,34.0,17.0,34.0,17.0
2024-01-29,22.0,Pedregal,34.0,13.0,35.0,8.0
2024-01-29,23.0,Pedregal,36.0,10.0,30.0,12.0
2024-01-29,24.0,Pedregal,33.0,11.0,28.0,10.0
2024-01-30,1.0,Pedregal,21.0,19.0,25.0,11.0
2024-01-30,2.0,Pedregal,18.0,19.0,23.0,12.0
2024-01-30,3.0,Pedregal,14.0,22.0,13.0,8.0
2024-01-30,4.0,Pedregal,8.0,28.0,14.0,7.0
2024-01-30,5.0,Pedregal,6.0,33.0,9.0,5.0
2024-01-30,6.0,Pedregal,37.82857142857143,14.528571428571428,38.957142857142856,18.27536231884058
2024-01-30,7.0,Pedregal,37.82857142857143,14.528571428571428,38.957142857142856,18.27536231884058
2024-01-30,8.0,Pedregal,30.0,7.0,9.0,2.0
2024-01-30,9.0,Pedregal,38.0,6.0,21.0,5.0
2024-01-30,10.0,Pedregal,45.0,10.0,42.0,16.0
2024-01-30,11.0,Pedregal,47.0,17.0,47.0,21.0
2024-01-30,12.0,Pedregal,66.0,23.0,41.0,18.0
2024-01-30,13.0,Pedregal,71.0,33.0,62.0,35.0
2024-01-30,14.0,Pedregal,55.0,44.0,65.0,36.0
2024-01-30,15.0,Pedregal,25.0,41.0,48.0,22.0
2024-01-30,16.0,Pedregal,24.0,43.0,31.0,11.0
2024-01-30,17.0,Pedregal,24.0,32.0,41.0,16.0
2024-01-30,18.0,Pedregal,29.0,21.0,29.0,10.0
2024-01-30,19.0,Pedregal,31.0,20.0,35.0,14.0
2024-01-30,20.0,Pedregal,34.0,14.0,39.0,18.0
2024-01-30,21.0,Pedregal,38.0,7.0,14.0,18.27536231884058
2024-01-30,22.0,Pedregal,35.0,7.0,32.0,15.0
2024-01-30,23.0,Pedregal,34.0,7.0,21.0,6.0
2024-01-30,24.0,Pedregal,32.0,8.0,22.0,8.0
2024-01-31,1.0,Pedregal,31.0,8.0,17.0,8.0
2024-01-31,2.0,Pedregal,38.0,5.0,25.0,13.0
2024-01-31,3.0,Pedregal,38.0,5.0,30.0,9.0
2024-01-31,4.0,Pedregal,35.0,5.0,33.0,13.0
2024-01-31,5.0,Pedregal,26.0,10.0,26.0,10.0
2024-01-31,6.0,Pedregal,28.0,7.0,17.0,8.0
2024-01-31,7.0,Pedregal,33.0,5.0,14.0,4.0
2024-01-31,8.0,Pedregal,36.0,5.0,46.0,16.0
2024-01-31,9.0,Pedregal,37.0,5.0,58.0,22.0
2024-01-31,10.0,Pedregal,48.0,7.0,58.0,19.0
2024-01-31,11.0,Pedregal,58.0,12.0,62.0,25.0
2024-01-31,12.0,Pedregal,62.0,24.0,73.0,32.0
2024-01-31,13.0,Pedregal,54.0,45.0,68.0,33.0
2024-01-31,14.0,Pedregal,35.0,60.0,72.0,41.0
2024-01-31,15.0,Pedregal,33.0,78.0,56.0,33.0
2024-01-31,16.0,Pedregal,28.0,91.0,49.0,29.0
2024-01-31,17.0,Pedregal,18.0,90.0,57.0,34.0
2024-01-31,18.0,Pedregal,8.0,63.0,51.0,27.0
2024-01-31,19.0,Pedregal,12.0,45.0,26.0,6.0
2024-01-31,20.0,Pedregal,16.0,39.0,23.0,9.0
2024-01-31,21.0,Pedregal,37.38028169014085,24.140845070422536,49.46478873239437,22.442857142857143
2024-01-31,22.0,Pedregal,19.0,30.0,49.0,21.0
2024-01-31,23.0,Pedregal,22.0,27.0,42.0,17.0
2024-01-31,24.0,Pedregal,27.0,23.0,23.0,6.0
